id,title,user_id,likes,comments,stars,notes,fans,collect,content
5b30db4607ef1c1d034275e7,"温和的没她实惠,实惠的没她好用byphasse蓓昂斯卸妆
这款来自西班牙的 BYPHASSE蓓昂斯卸",5b309e8a4eacab7053f5059c,0,0,0,100,1万,99,"温和的没她实惠,实惠的没她好用byphasse蓓昂斯卸妆
这款来自西班牙的 BYPHASSE蓓昂斯卸妆水,速独净妆,能从源头解决季度烦恼,不含酒精、不含防腐剂、不含皂基、不含色素,非常温和、非常安全的卸妆水!
相比于贝德玛来说,这款真的超级便宜了。
很温和,不刺眼睛——有mm是这样形容这款产品的:“温和的没她实惠,实惠的没她好用,好用的又没她温和”。平价化妆水"
5b30f9de910cf67e693d1aed,"你还没用过小棕瓶？不要命了吗？
 
毫不客气地说，小棕瓶是我的命，是命根子。
 
不知道为什么，我这",5acf2774e8ac2b4a169bbd7e,3,4,0,39,7968,135,"你还没用过小棕瓶？不要命了吗？
 毫不客气地说，小棕瓶是我的命，是命根子。
 不知道为什么，我这个人啊，🌝🌝总是比同龄人成熟很多，也就是看起来皱纹比别人多了很多条，诶，差点想放弃自己。😂😂😂😂😂
 后来听朋友安利小棕瓶，想着就试一试吧，反正已经这样了。不过没想到！！！效果居然很惊艳诶，首先是🌻🌻🌻🌻🌻🌻🌻瓶子非常吸引我，棕色的玻璃瓶，感觉非常安全了，🧚‍♀️🧚‍♀️🧚‍♀️🧚‍♀️🧚‍♀️使得里面的有效成分不会轻易挥发掉，然后是使用感，乳液的质地很棒，😘😘😘😘很滋润，容易吸收，并且最最神奇的是，他可以帮助后续保养品更好地吸收，很优秀的一位选手，一百分一百分~~🌻🌻🌻🌻🌻
 年龄渐长的仙女们，一定要记得做好基础护肤啊，不然一切都白费了！！💕💕💕💕雅诗兰黛小棕瓶抗皱抗皱精华液"
5b30a43807ef1c1d1043c4ef,我向来不习惯去尝试新东西，就连护肤也一样，觉得一种东西好用就会一直用下去，我估计是活在过去的人吧。每,5b1ff0a2e8ac2b5e0fc191b6,1,0,2,3,25,5,"我向来不习惯去尝试新东西，就连护肤也一样，觉得一种东西好用就会一直用下去，我估计是活在过去的人吧。每次出新品的时候我都不太care，皮肤状态时好时坏，坏的时候就晾着它，让它自己慢慢恢复，就是这样的佛系护肤方式，让我第一次尝到了毁容般的痛苦。😘😘
我是混油皮，很容易爆痘长点粉刺什么的，两颊有很明显的痘印痘坑。尤其是频繁加班熬夜，导致皮肤越来越差，随着年龄的增长，新陈代谢减慢，我不得不开始重视皮肤的护理。😚我开始向同事取经，入手各种各样的护肤品。
为了遮住讨厌的痘坑痘印，我的底妆每次都化得很厚重，这种治标不治本的方法不能再忍受了。打算去做次医美，心想多少能修复一些皮肤问题，但对于职场新人来说，一次医美的费用顶我两个月的工资，只好暂时放弃了。😍
下班回家等公交的时候刷小红书，经常刷到不少小姐姐推荐自然旋律冻干粉，所以我就跟风入了一盒。一开始完全不报希望，死马当活马医的心态。刚好那时候用的乐敦CC精华也没有了，就开始用这个。😁😁冻干粉这种东西我也是第一次用，要把溶媒水（就是那瓶液态的东西）倒进冻干粉里，摇匀之后按上胶头就能使用，一瓶在3-5天内用完，为了保持成分鲜活，一定要放在冰箱内储存。
使用效果当然不会立竿见影，毕竟护肤不是一朝一夕的事情。我用完这盒之后立马又入了两盒，从这段时间的使用体验来看，肌肤问题明显得到改善，脸上油脂分泌不那么旺盛了，一天下来妆感保持得很好。因为皮肤角质层得到修复，痘印确实有减淡的痕迹，突然开始期待长久使用带来的效果😚😚。
肌肤问题几乎都是自己攒下来的祸根。平时不好好护理，皮肤状态变差以后，护理难度也会随之加大。请不要消耗自己年轻的这几年，一定要在护肤方面多做功课，少走弯路，不要只认大牌当亲妈，还要寻找一些用实力做产品的品牌。不是没有适合大众的产品，而是消费者的消费观让这片土地没有诞生新秀的契机。😁
这个品牌背后是专业的科研团队，产品由中日合作研发，寡肽作为它的主要成分具有极强的修复能力。我用过的产品说不上多但也绝对不少，自然旋律冻干粉确实值得大家一试，好产品是不应该被埋没的。😉😉
如何拯救痘痘肌 如何有效祛痘印 男生祛痘用什么 如何拯救痘痘肌"
5b30af3e672e1447e47f4571,"清洁神器，痘痘瞬间消失
这款在干燥的季节每天使用都很舒服，毛孔会变得很干净，不会损伤角质，😊对泛红的",5acdd1bfe8ac2b345c29f9f2,0,0,0,42,9771,69,"清洁神器，痘痘瞬间消失
这款在干燥的季节每天使用都很舒服，毛孔会变得很干净，不会损伤角质，😊对泛红的地方一点不会有刺激，更适合干皮。🐻我现在用来清洗鼻子上的黑头。在用绿吸盘按压时，用完之后皮肤会变得软软的、滑滑的，没有紧绷感。🐧清洁以后，敷上一片面膜就更好了。🐭
绿吸盘挤出来之后是淡绿色、浓稠的乳霜状，我开始一直不喜欢用，觉得可能是无泡沫清洁能力不强，后来才发现自己使用方法不对，🐴把它当成一般洗面奶，打湿脸后打圈清洗，后来才知道要在干的状态下，用手在脸上按压一段时间，渐渐就开始出搓泥的效果，甚至会搓出黑色的东西。🌺
这款对痘痘肌也是很好的，很轻松就可以祛除啦！很好用！🐭
时尚良心好货 新手神器"
5b519f7807ef1c6ba88201e8,"做一次人肉检测仪🙍🏻♀️给你们分享敏感肌适用的面膜
一会又要准备上妆了，那我在上妆之前都会敷一个面膜",5b0d5c3ee8ac2b534d77f4f6,738,244,341,8,1.2万,1.6万,"做一次人肉检测仪🙍🏻♀️给你们分享敏感肌适用的面膜
一会又要准备上妆了，那我在上妆之前都会敷一个面膜，这个面膜号称“三无产品”0️⃣防腐剂、0️⃣香精、0️⃣酒精，（这不是广告！严肃脸😠）好了，好了扯远了。这个面膜叫ZUZU六胜肽精华面膜，精华液超超超多！👍而且面膜纸非常薄，上脸很服帖。主打补水美白，最关键是抗敏，我自己就是敏感肌。所以面膜不过敏对我来说还挺不错的，十五分钟敷完面膜之后脸上亮亮的，水光感很强，皮肤很润。剩下的精华也不能浪费，拿来敷一下脖子和手，敏感期最棒的面膜真心推荐给你们噢☺️我的护肤日常平价面膜敏感肌适用的面膜夏季护肤"
5b3199f4910cf67e633c9ae3,"春夏美甲💅
这是初夏的时候做的了
算是比较满意的颜色了
图二是晚上刚做完 室内的光线并不好
其实是像",5b15606011be1071e46826a4,1,0,11,10,2,40,"春夏美甲💅
这是初夏的时候做的了
算是比较满意的颜色了
图二是晚上刚做完 室内的光线并不好
其实是像图一的颜色 不显黑
就措不及防的撒下狗粮啦
准备做下一个指甲了 这个就当留念一下哈哈"
5b30facf672e1447e47f5dd9,差点都忘了双眼皮是割的了……一年了。  自己买的祛疤膏懒得用 现在也没有疤痕，早知道不花这冤枉钱了😂,592a46fe50c4b4742b8032f2,3,2,2,3,12,30,差点都忘了双眼皮是割的了……一年了。 自己买的祛疤膏懒得用 现在也没有疤痕，早知道不花这冤枉钱了😂还是无比推荐想割双眼皮的妹子，勇敢些不要怕，选择三甲医院或者大型美容医院，眼睛对颜值影响……很大的
5b31bd2007ef1c5604663388,已经用过很多罐的twany极致粉霜了 但是最近才发现 盖子有不一样？左边光的 右边磨砂的 左边找的代,5545b3d14fac6323fbee5119,2,12,4,25,41,1353,已经用过很多罐的twany极致粉霜了 但是最近才发现 盖子有不一样？左边光的 右边磨砂的 左边找的代购 右边自己日本购入 难道是色号的问题吗 因为之前本人一直用的ocb 后来自己买了pob 有妹子可以解答吗
5b30ec7807ef1c1d1043ff5d,"花王泡泡染发剂！纽约灰
一开始也很担心会爆顶  但是不染头发长出来的那黑色真的好丑！之前染的就是有点",57ee4a805e87e72e414d5493,5,0,9,11,94,840,"花王泡泡染发剂！纽约灰
一开始也很担心会爆顶 但是不染头发长出来的那黑色真的好丑！之前染的就是有点闷青 然后褪得很难看！那天无意看见小红书上有人推荐 就想买来试试 我是在tb买的
收到之后就把药水兑一下 然后上下看看摇一下 不要用力摇哦 然后头发分层 我是全部一起同时染 没有先染发根或者发尾 就直接涂抹 涂抹完了就包起来 带个浴帽 大概30-40分钟 我看见好像有颜色了 就没有那么黄了 湿发的时候看着是黑的 我就去洗掉了 洗完就放她给的护发素 然后吹头发！吹完无敌顺滑 可以看见我染之前头发很生硬！我发质很粗！染完好顺滑 而且没有不均匀的现象 很低调的闷青色 我很喜欢！立马去囤了几个回来以后染！但是这个药水很不好闻 像要中毒的样子！无奈效果好！我之前去理发店染都会出现黑发跟下面的颜色不一样 这个完全不会！推荐大家！"
5b30bd56672e1447d77f6ced,"lamer用了不想再用其他的，一颗痘痘都不长了，25岁，值得拥有
1⃣️lamer经典面霜最爱，第二",565c07de9eb578666911e11f,0,0,1,11,9,8,"lamer用了不想再用其他的，一颗痘痘都不长了，25岁，值得拥有
1⃣️lamer经典面霜最爱，第二天睡醒脸干净的像高级白纸一样，有了这个敷面膜不用那么勤快了，因为面膜还没这个效果好
2⃣️lamer眼霜，我值得拥有，眼睛容易肿，右眼双眼皮不明显，不对称，我一直以为自己天生这样，用了1个月了吧，我晚上用怡丽丝尔的眼霜，神奇的双眼对称太多了，开心，没割双眼皮也美啊"
5b30e0ef672e1447de7f7e11,"[赞R] [赞R] 今日妆容分享：想要妆容立体，高光必不可少！！！
[偷笑R] 作为美康家的忠实粉丝",570d0cafaed7581b2dafc4fc,260,4,218,140,1.5万,6.9万,"今日妆容分享：想要妆容立体，高光必不可少！！！
作为美康家的忠实粉丝入手了很多它家产品，有护肤的有彩妆的。今天来分享一下美康家的高光👏。
🌸美康粉黛家的高光分两款琥珀金和紫阳春，啊霞入手的琥珀金，超级闪亮✨的一款。这款高光粉质很细，自带小刷子，刷子毛很软，不会很粗糙的感觉，超级方便的🎉。
😒没用高光之前显得整个妆容都黯淡无光，鼻子也很塌 。用了之后妆容很饱满，鼻子也感觉高了，上脸妆容不会很夸张，很自然的让整个妆容立马感觉有明显的提亮效果，脸颊立马显得水光肌 。上妆5小时之后，就是脸上会泛油光，有高光的地方还是很自然。上脸不会飞粉，不会刚扫上去，补一下妆就没了，时间长了就算脸上出油了，高光也不会脱妆而且会越来越自然。搭配修容感觉脸小一圈，鼻子高好多，学会了就能够拥有V字脸✌。
使用方法：用刷子扫在额头和鼻子连贯T字型，在鼻子下面扫一点哦，脸颊必不可少，下巴也是哦。这样整个妆容就会显得非常的bilibili✨✨✨，在加上修容就完美啦！💯💯💯
平价高光 日常高光 今日妆容
美康粉黛 鼻影修容高光盘 琥珀金
日常妆容打卡"
5b30eee8910cf67e633c7e85,"刘人语蓝色眼影仿妆1⃣️
自己录了个视频玩玩啦[吧唧R][吧唧R]
🎵我就是这种女孩
#玛丽黛佳多米",5a1c2b54db2e6024a796adbf,9,2,4,8,4,53,"刘人语蓝色眼影仿妆1⃣️
自己录了个视频玩玩啦
🎵我就是这种女孩
玛丽黛佳多米诺单色眼影玛丽黛佳蓝色眼影眼妆创造101创造101仿妆刘人语"
5b30c636672e1447e17e9299,"#新发型 #今日发型 短发 中长发 长发 选色打理汇总💪
我一直觉得头发就是用来玩的 我自己之前本身",57e9818282ec392bac15a13e,9,2,12,10,42,265,"新发型今日发型短发 中长发 长发 选色打理汇总💪
我一直觉得头发就是用来玩的 我自己之前本身的头发养了很久才长到肩下 就是图1⃣️和图2⃣️ 头发长的很慢 因为我漂过很多次 发质不是很好 但是没有到断的地步我已经谢天谢地啦🙏
说一下颜色选择🔘：亚麻灰是我染过所有颜色中我觉得最靠谱的颜色 任何人都不会出错 因为你要明白 任何发色 只要漂过 除非你染了带红色素的 最后都会退成金色 土黄色😔就要去补色 我是不适合深发色的脸 所以永远不会染黑 染黑褪色会很麻烦 皮肤白的人任何颜色都很好看 带有点红的 会显得更有气色和温柔 皮肤黄的选偏黄的 就是亚麻冷色调的颜色显白 粉的 蓝的 紫的 铂金灰 闷青 灰绿还有各种发型师自己调的颜色我都染过 所以任何关于颜色选择还有头发的问题都可以私我🙋 在上海的宝宝 也可以问我要一直给我染头发的发型师的店址 我不是打广告 就是看个人需要这样emmmm…人都各有所长 所以我去的理发店都是不一样的 有的发型师染发好 有的剪发好 所以我剪发染发接头发都是去三家不同的店 而且都是去了好几年的.
接发🔘：现在新出的羽毛接发 大家都知道 本来我想去试试 但是身边有朋友出现大面积掉发 所以我望而却步了 虽然是上头很轻盈 我通常的接法是里面是很小的无痕贴片 外圈用水晶绳 虽然很多人觉得水晶绳不舒服不好 但是就最外面一小圈 相信我 没有不适感的 目的是啥？为了扎头发 我接好头发后 日常是烫大卷 但是也喜欢各种弄点小心机的扎头发 不然会很厚重 ⚠️注意：如果你是黑发 最好不要接 太厚重了 再卷就显得一大堆 像假头套 经验之谈 以前不懂事 想走气质路线 一周我就弄回来了 浪费很多钱
近期发型🔘：如图6⃣️图7⃣️ 参照东京喰种动漫人物的发型自己修改了一下（顺提一句 如果有人要东京喰种的资源可以问我要）素颜的时候是不是很像t 这次换了蓝灰色 可以保持很久 刚染完看上去有点黑黑的 多洗几次退出来就好了 左边剪到下巴上 右边下巴的位置 我还把耳朵旁抄掉了一块 虽然打理有点麻烦 但是其实短发也可以有不同的风格 下次我可以写一下短发打理造型
发型不一样真的给人感觉完全不同 说一下锁色问题：要么染的时候就深灰 我长发的时候就是不想退的太黄 就深灰 刚染完像黑逐渐褪 要么打蜡 染料的话资生堂的真的好很多还有锁色的护发素 字数不够写 那就先说到这八😢"
5b30cef7672e1447de7f781d,新手眼线画法,5ac351ec11be10547dfa4047,1,0,0,68,5,140,新手眼线画法
5b38f120910cf66734b110ae,"世界杯16强 克罗地亚vs丹麦 球迷讨论区丨
凌晨02:00，世界杯16强第四组对阵拉开大幕。
在两",573d642d6a6a6929995b37e1,119,7,13,407,422.9万,20.6万,"世界杯16强 克罗地亚vs丹麦 球迷讨论区丨
凌晨02:00，世界杯16强第四组对阵拉开大幕。
在两支球队中，他们在中场都有世界级球星压阵，莫德里奇与埃里克森谁发挥得更为出色，或许哪支球队就有机会拿下比赛。此外，丹麦已经在过往的18场比赛中保持不败，此役丹麦能否继续延续这个纪录呢？
为方便讨论这场球，叔特意给你们准备了讨论区：
·想给自己偶像加油打气的
·想乘机给对手灌波毒奶的
·伪球迷有问题无处询问的
·真球迷想聊球没有地方的
等等……
通通都可以来这里，但要记得好好聊球我们欢迎，要是有挑口水的，可别怪叔不客气哦~
对了，叔还有个福利给你们，参加来小红书看世界杯话题活动，有机会获得小红书主办的线下活动资格哦~~
世界杯
2018世界杯
世界杯在线热聊
世界杯球迷上线"
5b311ca1672e1447e47f6a2c,"悦诗风吟绿茶🍃卸妆水，
300ml，使用感清爽清爽的🍃绿茶味道，具有丰富的抗氧化功能，清爽吸收 有效",5a84f77111be1050871e1c70,1,0,0,31,14,181,"悦诗风吟绿茶🍃卸妆水，
300ml，使用感清爽清爽的🍃绿茶味道，具有丰富的抗氧化功能，清爽吸收 有效锁住水分让肌肤水嫩剔透，更加健康保湿。卸妆能力也不错 深入毛孔内部将残留物牢牢锁住并排除 肌肤深层，对于防晒霜、BB霜、隔离霜可轻松卸除，同时像肌肤内部补充水分。防水的眼线笔什么的卸不太干净 毕竟还是要眼唇卸妆液的 普通的眼线笔还是可以的
温和不刺激 适合任何肌肤
含有85%的天然有机成份，锁住肌肤表层的水分，较低的油脂含量，让卸妆变得清爽舒适 天然纯绿茶水100%使用，有舒服的绿茶味道
使用方法
用一片化妆棉覆盖在瓶口，并压2下 化妆棉湿了之后，按在眼部，10秒钟，彩妆就溶解了，而且不刺激，味道很淡雅，感觉温和，卸完之后，感觉也很舒服 我特别喜欢这个按压口 不会很容易洒
推荐给各位小仙女们"
5b50279d910cf65386ce44cc,台上一套造型，台下2分钟换装❤今天送上最真实的后台视频。总结一下，换的太快啦～team work!,5a94c39ce8ac2b1a31e83e10,1.4万,765,1596,74,314.8万,177.9万,台上一套造型，台下2分钟换装❤今天送上最真实的后台视频。总结一下，换的太快啦～team work!
5b3109da672e1447e47f6485,早就想做双眼皮手术了，这次终于下决心做了。,5a7c3345e8ac2b746a0ae676,4,16,1,4,7,5,早就想做双眼皮手术了，这次终于下决心做了。
